"","Cluster","direction","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"83","down","down","GO:1990776","response to angiotensin","5/441","25/18862",0.000246496451510302,0.0131979545844793,0.0103975548221086,"ROCK2/ROCK1/AHCYL1/PRKCD/IQGAP1",5
"84","down","down","GO:0071375","cellular response to peptide hormone stimulus","19/441","325/18862",0.000250720970403648,0.0132643332437359,0.0104498489669491,"ARG1/ROCK2/ROCK1/AHCYL1/GRB10/PRKCD/PRKAR2A/PRKAR1A/PTEN/TCIRG1/STAT5A/APC/SORL1/ZNF106/ATP2B1/STAT5B/MYO5A/STAT3/MAP1B",19
"85","down","down","GO:0034599","cellular response to oxidative stress","18/441","299/18862",0.000254246745369892,0.0132926180755741,0.010472132199384,"ARG1/TRPM2/DAPK1/ALOX5/PRKCD/MAP3K5/RIPK1/ARNTL/CYP1B1/NME8/NOL3/SESN2/MSRA/STX4/MAPK1/DNM2/PPARGC1A/SOD2",18
"86","down","down","GO:0090066","regulation of anatomical structure size","25/441","493/18862",0.000262078542492764,0.013542756312068,0.0106691950101705,"ROCK2/NEB/FLII/ROCK1/PEX11G/PRKCD/SPTBN5/PREX1/ACTR2/HCLS1/TMOD3/GBA2/PTEN/ECE1/SEMA6B/WDR1/ARHGAP4/SPTBN4/SLC12A9/DNM2/SOD2/HCK/DOCK4/ATP2B1/MAP1B",25
"87","down","down","GO:0006909","phagocytosis","21/441","381/18862",0.000269050558847561,0.0137026075137154,0.0107951282842904,"CD93/PRKCD/RAB20/MYH9/ACTR2/PTPRC/PLCG2/PTEN/RAB27A/ITGB2/SLC11A1/ITGAM/ABCA7/MAPK1/DNM2/HCK/PTX3/DYSF/ARHGAP25/LYST/DOCK2",21
"88","down","down","GO:0001819","positive regulation of cytokine production","23/441","437/18862",0.000271338762647829,0.0137026075137154,0.0107951282842904,"ROCK2/CCDC88B/MMP8/LRRFIP1/CEBPB/ADAM8/PTPRC/RIPK1/PLCG2/ORM2/IL18R1/CYP1B1/ORM1/SLC11A1/PANX2/FRMD8/SORL1/ADAM17/BCL3/TLR8/TMF1/STAT5B/STAT3",23
"89","down","down","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","7/441","55/18862",0.000280458685153135,0.0140040269305678,0.0110325912101635,"MMP8/RAB27A/ITGB2/HDAC4/DNM2/SOD2/PTX3",7
"90","down","down","GO:0051261","protein depolymerization","10/441","112/18862",0.0002980988820616,0.0147194603542417,0.0115962208390278,"FLII/GAK/PPP1R9B/SPTBN5/TMOD3/VPS4B/WDR1/SPTBN4/APC/MAP1B",10
"91","down","down","GO:0048545","response to steroid hormone","19/441","330/18862",0.000303721326520182,0.0147596576871476,0.0116278889259209,"ARG1/SAFB2/SAFB/DEFA3/SFRP1/PPP1R9B/ABHD2/NEDD4/NOTCH1/IGFBP2/DEFA1/ARNTL/ADAM9/KRAS/PAM/RXRA/ATP2B1/TMF1/CALCOCO1",19
"92","down","down","GO:0032886","regulation of microtubule-based process","15/441","227/18862",0.00030780895268522,0.0147596576871476,0.0116278889259209,"ROCK2/CEP131/TPR/ROCK1/SENP6/BICD2/CLIP1/GBA2/VPS4B/TPPP/APC/LAMP1/CHMP4B/MAP1B/MAPRE3",15
"93","down","down","GO:0006623","protein targeting to vacuole","6/441","40/18862",0.000308876724776042,0.0147596576871476,0.0116278889259209,"NEDD4/SORT1/HGS/ZFYVE16/SORL1/AP3D1",6
"94","down","down","GO:0043401","steroid hormone mediated signaling pathway","11/441","134/18862",0.000314433456526562,0.0148653434128089,0.0117111497917956,"SAFB2/SAFB/DEFA3/SFRP1/ABHD2/NEDD4/DEFA1/ARNTL/RXRA/TMF1/CALCOCO1",11
"95","down","down","GO:0022604","regulation of cell morphogenesis","18/441","305/18862",0.000323344963497929,0.0151257370293136,0.0119162919511813,"KDR/TAOK2/FLNA/OLFM4/ACTN4/DAPK3/MYH9/PREX1/ACTR2/PLXNC1/ITGB2/ITSN2/WDR1/NTNG2/AGO4/RELN/DNM2/HCK",18
"96","down","down","GO:0032872","regulation of stress-activated MAPK cascade","13/441","181/18862",0.000345882335505409,0.0160114697811045,0.0126140860514363,"MMP8/TAOK2/SFRP1/TAOK3/HIPK3/MAP3K5/RIPK1/ANKRD6/FAS/SDCBP/PJA2/MAPK1/STK3",13
"97","down","down","GO:0002227","innate immune response in mucosa","5/441","27/18862",0.000360408700049477,0.0165119202373183,0.0130083487397131,"LTF/DEFA3/DEFA4/CAMP/DEFA1",5
"98","down","down","GO:0030073","insulin secretion","14/441","207/18862",0.000383257533316619,0.0173795558985618,0.0136918856692919,"ACSL4/SFRP1/CCDC186/ALOX5/KIF5B/CACNA1E/MIDN/ARNTL/TCIRG1/STX4/ITPR2/STXBP3/GPR27/CACNA1D",14
"99","down","down","GO:0009991","response to extracellular stimulus","24/441","477/18862",0.000387678752890216,0.0174024684630719,0.0137099365455913,"ARG1/DSC2/ACSL4/SFRP1/PPP1R9B/SIPA1/CBS/IGFBP2/PTPRC/MAP3K5/PCSK1N/CDKN2B/PTEN/FAS/HSPA5/SESN2/MAPK1/PPARGC1A/SOD2/SORL1/ATP2B1/GABARAPL1/MAP1B/RALB",24
"100","down","down","GO:0007492","endoderm development","8/441","76/18862",0.000393451885811589,0.0174435983888313,0.0137423393437048,"MMP8/NOTCH1/INHBA/ITGB2/PAF1/MMP14/RTF1/CTR9",8
"101","down","down","GO:0070302","regulation of stress-activated protein kinase signaling cascade","13/441","184/18862",0.000405142072448016,0.0174435983888313,0.0137423393437048,"MMP8/TAOK2/SFRP1/TAOK3/HIPK3/MAP3K5/RIPK1/ANKRD6/FAS/SDCBP/PJA2/MAPK1/STK3",13
"102","down","down","GO:0006509","membrane protein ectodomain proteolysis","6/441","42/18862",0.000405829770746258,0.0174435983888313,0.0137423393437048,"ROCK1/ADAM8/MYH9/ADAM9/ADAM17/NRDC",6
"103","down","down","GO:0071216","cellular response to biotic stimulus","15/441","233/18862",0.000406061059827525,0.0174435983888313,0.0137423393437048,"ARG1/LTF/DEFA3/UPF1/CEBPB/DEFA4/DEFA1/ADAM9/HSPA5/MAPK1/PPARGC1A/PAF1/HCK/CCDC47/CTR9",15
"104","down","down","GO:0016236","macroautophagy","18/441","311/18862",0.000408221024401092,0.0174435983888313,0.0137423393437048,"KDR/RAB43/NEDD4/RAB19/HGS/TRAPPC8/VPS4B/TCIRG1/TBC1D14/MFN2/SESN2/STAM2/CAPN1/GNAI3/CHMP4B/GABARAPL1/RALB/VCP",18
"105","down","down","GO:0000045","autophagosome assembly","9/441","96/18862",0.000413641988609692,0.0175069047369664,0.013792213073843,"RAB43/RAB19/TRAPPC8/TCIRG1/TBC1D14/MFN2/CHMP4B/GABARAPL1/RALB",9
"106","down","down","GO:0032239","regulation of nucleobase-containing compound transport","4/441","16/18862",0.000429117040756135,0.0179905295200025,0.0141732202339117,"TPR/NUP153/AKAP8L/RIPK1",4
"107","down","down","GO:0031668","cellular response to extracellular stimulus","15/441","235/18862",0.00044429192967409,0.0184526479950622,0.0145372843885492,"DSC2/SFRP1/PPP1R9B/SIPA1/CBS/PTPRC/MAP3K5/CDKN2B/FAS/HSPA5/SESN2/MAPK1/ATP2B1/GABARAPL1/RALB",15
"108","down","down","GO:0051403","stress-activated MAPK cascade","16/441","261/18862",0.000452961633782636,0.0186385324123151,0.0146837270366574,"MMP8/TAOK2/SFRP1/MLKL/TAOK3/SH2D3C/HIPK3/MAP3K5/RIPK1/ANKRD6/FAS/MAPK10/SDCBP/PJA2/MAPK1/STK3",16
"109","down","down","GO:0044262","cellular carbohydrate metabolic process","17/441","288/18862",0.000469097891004441,0.0191017225950872,0.0150486354993747,"PYGL/HK2/B4GALT5/PGM2/HK3/MIDN/PFKFB3/PTEN/GBE1/PFKFB4/HDAC4/SESN2/PPARGC1A/PGD/USP7/DGAT2/MAEA",17
"110","down","down","GO:1902115","regulation of organelle assembly","13/441","187/18862",0.000472814915719979,0.0191017225950872,0.0150486354993747,"TPR/SYNE2/SENP6/VPS4B/LRFN1/TBC1D14/SDCBP/DNM2/HCK/LCP1/CHMP4B/LIMK2/RALB",13
"111","down","down","GO:1902903","regulation of supramolecular fiber organization","20/441","370/18862",0.00047937983158685,0.01919246821236,0.0151201263144416,"ROCK2/FLII/FLNA/SFRP1/ROCK1/DAPK3/PRKCD/SPTBN5/PREX1/ACTR2/CLIP1/HCLS1/TMOD3/GBA2/WDR1/SPTBN4/APC/HCK/MAP1B/MAPRE3",20
"112","down","down","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","12/441","164/18862",0.000489788808231711,0.0193347463112037,0.0152322152236164,"LTF/MMP8/ADAM8/PTPRC/RIPK1/ORM2/DICER1/ORM1/IRAK3/FRMD8/BCL3/STAT3",12
"113","down","down","GO:0060284","regulation of cell development","24/441","485/18862",0.000491635088471202,0.0193347463112037,0.0152322152236164,"ROCK2/LTF/FLNA/OLFM4/DAAM2/ROCK1/ACTN4/CTNNA1/NOTCH1/PREX1/ACTR2/PLXNC1/ARNTL/PTEN/SEMA6B/VCL/ARHGAP4/DICER1/RELN/HDAC4/DNM2/BHLHE40/SORL1/MAP1B",24
"114","down","down","GO:1903426","regulation of reactive oxygen species biosynthetic process","9/441","99/18862",0.000519366146215568,0.0200387153069529,0.0157868129970452,"ROCK2/MMP8/ALOX5/RAB27A/ITGB2/HDAC4/DNM2/SOD2/PTX3",9
"115","down","down","GO:1905037","autophagosome organization","9/441","99/18862",0.000519366146215568,0.0200387153069529,0.0157868129970452,"RAB43/RAB19/TRAPPC8/TCIRG1/TBC1D14/MFN2/CHMP4B/GABARAPL1/RALB",9
"116","down","down","GO:0002285","lymphocyte activation involved in immune response","13/441","189/18862",0.00052306277578905,0.0200387153069529,0.0157868129970452,"PTPRC/PLCG2/CR1/KMT5B/IL18R1/RAB27A/SLC15A4/SLC11A1/LAMP1/LCP1/BCL3/STAT3/DOCK11",13
"117","down","down","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","4/441","17/18862",0.000550845159773545,0.0205369384374303,0.0161793209633079,"ARG1/ITGB2/ITGAM/STX4",4
"118","down","down","GO:0051056","regulation of small GTPase mediated signal transduction","18/441","319/18862",0.000550981041397221,0.0205369384374303,0.0161793209633079,"SIPA1L2/NOTCH1/PREX1/SIPA1/RASGEF1A/ITSN1/ABR/ARHGAP4/ARHGAP26/DENND3/MFN2/RELN/KRAS/DNM2/RALGAPA2/PIK3CG/CYTH4/ARHGAP25",18
"119","down","down","GO:0051235","maintenance of location","18/441","319/18862",0.000550981041397221,0.0205369384374303,0.0161793209633079,"TRPM2/FLNA/OSBPL11/HK2/SYNE1/PTPRC/PLIN5/PLCG2/LCN2/PLIN3/HSPA5/NOL3/SORL1/BCL3/ITPR2/STAT5B/AP3D1/DGAT2",18
"120","down","down","GO:0051091","positive regulation of DNA-binding transcription factor activity","16/441","266/18862",0.000557017769357594,0.0205369384374303,0.0161793209633079,"LTF/LRRFIP1/ADAM8/HCLS1/RIPK1/PTEN/IL18R1/ITGB2/SLCO3A1/RELN/HDAC4/KRAS/PPARGC1A/STK3/IRAK3/STAT3",16
"121","down","down","GO:0010927","cellular component assembly involved in morphogenesis","9/441","100/18862",0.000559174066365676,0.0205369384374303,0.0161793209633079,"NEB/FLII/ITGB4/TMOD3/PRKAR1A/TPPP/WDR1/DICER1/TMF1",9
"122","down","down","GO:0071706","tumor necrosis factor superfamily cytokine production","12/441","167/18862",0.000576221830348679,0.0209895886399142,0.016535925864881,"LTF/MMP8/ADAM8/PTPRC/RIPK1/ORM2/DICER1/ORM1/IRAK3/FRMD8/BCL3/STAT3",12
"123","down","down","GO:0045577","regulation of B cell differentiation","5/441","30/18862",0.000600570436803393,0.0216986587085714,0.0170945423432442,"SFRP1/INHBA/CR1/MMP14/STAT5B",5
"124","down","down","GO:0072384","organelle transport along microtubule","8/441","81/18862",0.000606478515932147,0.0217354074580844,0.0171234935822608,"SYNE2/BICD2/KIF5B/KIF1B/KIF3C/LAMP1/AP3D1/MAP1B",8
"125","down","down","GO:0051047","positive regulation of secretion","17/441","295/18862",0.000615373290782741,0.021877751233908,0.0172356342327865,"ACSL4/ADAM8/KIF5B/HGS/INHBA/ITSN1/VPS4B/RAB27A/ITGB2/ADAM9/SDCBP/ITGAM/STX4/LAMP1/STXBP5/TMF1/GPR27",17
"126","down","down","GO:0032386","regulation of intracellular transport","19/441","350/18862",0.000625629456201629,0.0220358796808436,0.0173602102938287,"CEP131/TPR/FLNA/NEDD4/PRKCD/NUP153/AKAP8L/PPP1R12A/KIF5B/HCLS1/ITGB2/TMEM30A/ITGAM/MAPK1/LAMP1/SORL1/LCP1/USP7/MAP1B",19
"127","down","down","GO:1903409","reactive oxygen species biosynthetic process","10/441","123/18862",0.000629738235703677,0.0220358796808436,0.0173602102938287,"ROCK2/MMP8/ALOX5/RAB27A/ITGB2/CYP1B1/HDAC4/DNM2/SOD2/PTX3",10
"128","down","down","GO:0042116","macrophage activation","9/441","102/18862",0.000646299707328849,0.0224387179638235,0.0176775725869717,"MMP8/CD93/PTPRC/ITGB2/SLC11A1/PJA2/ITGAM/TLR8/DYSF",9
"129","down","down","GO:0046822","regulation of nucleocytoplasmic transport","9/441","103/18862",0.000693848639345891,0.0234715245417896,0.0184912337453201,"TPR/FLNA/NEDD4/PRKCD/NUP153/AKAP8L/PPP1R12A/HCLS1/MAPK1",9
"130","down","down","GO:0032930","positive regulation of superoxide anion generation","4/441","18/18862",0.000695230220808422,0.0234715245417896,0.0184912337453201,"PRKCD/ITGB2/ITGAM/GNAI3",4
"131","down","down","GO:1901888","regulation of cell junction assembly","13/441","195/18862",0.000701742810377673,0.0234715245417896,0.0184912337453201,"KDR/ROCK2/SLK/SFRP1/ROCK1/DAPK3/IQGAP1/PTEN/VCL/LRFN1/NTNG2/MMP14/ADGRB3",13
"132","down","down","GO:0032509","endosome transport via multivesicular body sorting pathway","5/441","31/18862",0.000702455617474802,0.0234715245417896,0.0184912337453201,"SORT1/VPS4B/CHMP4B/LYST/VCP",5
"133","down","down","GO:0036257","multivesicular body organization","5/441","31/18862",0.000702455617474802,0.0234715245417896,0.0184912337453201,"HGS/VPS4B/RAB27A/STAM2/CHMP4B",5
"134","down","down","GO:0032355","response to estradiol","10/441","125/18862",0.000714481406197479,0.0236951893219522,0.0186674403535963,"PTGFR/SFRP1/PPP1R9B/IGFBP2/PTEN/PPARGC1A/PAM/STAT5B/STAT3/MAP1B",10
"135","down","down","GO:0030072","peptide hormone secretion","15/441","247/18862",0.000744681843520866,0.0245138230563462,0.0193123727996133,"ACSL4/SFRP1/CCDC186/ALOX5/KIF5B/CACNA1E/MIDN/ARNTL/ITSN1/TCIRG1/STX4/ITPR2/STXBP3/GPR27/CACNA1D",15
"136","down","down","GO:0030522","intracellular receptor signaling pathway","16/441","274/18862",0.000766009232757449,0.0248507862561619,0.0195778376730292,"SAFB2/SAFB/DEFA3/SFRP1/ACTN4/NEDD4/PLIN5/DEFA1/ARNTL/CYP26C1/SLC15A4/SLC15A3/RXRA/TMF1/CALCOCO1/STAT3",16
"137","down","down","GO:0034341","response to interferon-gamma","13/441","197/18862",0.000771694082662093,0.0248507862561619,0.0195778376730292,"ARG1/RAB43/DAPK1/DAPK3/PRKCD/RAB20/KIF5B/ACTR2/SLC11A1/STX4/HCK/STXBP3/MEFV",13
"138","down","down","GO:0071222","cellular response to lipopolysaccharide","13/441","197/18862",0.000771694082662093,0.0248507862561619,0.0195778376730292,"ARG1/LTF/DEFA3/UPF1/CEBPB/DEFA4/DEFA1/ADAM9/MAPK1/PPARGC1A/PAF1/HCK/CTR9",13
"139","down","down","GO:0006892","post-Golgi vesicle-mediated transport","9/441","105/18862",0.000797520877743864,0.0250868811769344,0.0197638369402823,"GAK/SORT1/EXOC6/STX4/DNM2/LAMP1/SORL1/AP3D1/MYO5A",9
"140","down","down","GO:0046879","hormone secretion","17/441","302/18862",0.000799199047463155,0.0250868811769344,0.0197638369402823,"ACSL4/SFRP1/CCDC186/ALOX5/KIF5B/CACNA1E/INHBA/MIDN/ARNTL/ITSN1/TCIRG1/STX4/ITPR2/TMF1/STXBP3/GPR27/CACNA1D",17
"141","down","down","GO:0048872","homeostasis of number of cells","15/441","249/18862",0.000808607191284197,0.0250868811769344,0.0197638369402823,"ARID4A/NOTCH1/HCLS1/INHBA/TMOD3/FAS/SLC15A4/TCIRG1/CDK5RAP3/KRAS/ADAM17/STAT5B/STAT3/MAEA/DOCK11",15
"142","down","down","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","5/441","32/18862",0.000816726441297556,0.0250868811769344,0.0197638369402823,"HEXIM1/CDKN2B/PTEN/LATS2/APC",5
"143","down","down","GO:0030098","lymphocyte differentiation","19/441","358/18862",0.000819919732092558,0.0250868811769344,0.0197638369402823,"SFRP1/SART1/ADAM8/PREX1/PTPRC/INHBA/PLCG2/CR1/IL18R1/TCIRG1/HDAC4/ADAM17/BCL3/MMP14/STAT5B/AP3D1/STAT3/DOCK11/DOCK2",19
"144","down","down","GO:0031098","stress-activated protein kinase signaling cascade","16/441","276/18862",0.000827636814234957,0.0250868811769344,0.0197638369402823,"MMP8/TAOK2/SFRP1/MLKL/TAOK3/SH2D3C/HIPK3/MAP3K5/RIPK1/ANKRD6/FAS/MAPK10/SDCBP/PJA2/MAPK1/STK3",16
"145","down","down","GO:0071496","cellular response to external stimulus","17/441","303/18862",0.000828949510895416,0.0250868811769344,0.0197638369402823,"DSC2/SFRP1/PPP1R9B/SIPA1/CBS/PTPRC/MAP3K5/CDKN2B/FAS/HSPA5/HDAC4/SESN2/MAPK1/TLR8/ATP2B1/GABARAPL1/RALB",17
"146","down","down","GO:0042110","T cell activation","23/441","474/18862",0.000834781445893832,0.0250868811769344,0.0197638369402823,"ARG1/CCDC88B/CEBPB/SART1/ADAM8/MYH9/PREX1/IGFBP2/PTPRC/CR1/PRKAR1A/IL18R1/RAB27A/TCIRG1/SLC11A1/PIK3CG/LCP1/ADAM17/BCL3/STAT5B/AP3D1/STAT3/DOCK2",23
"147","down","down","GO:1900182","positive regulation of protein localization to nucleus","8/441","85/18862",0.000836860548131937,0.0250868811769344,0.0197638369402823,"TPR/FLNA/PRKCD/HCLS1/CDK5RAP3/SESN2/MAPK1/LIMK2",8
"148","down","down","GO:1990090","cellular response to nerve growth factor stimulus","6/441","48/18862",0.000843746445516142,0.0250868811769344,0.0197638369402823,"KIDINS220/SORT1/KIF1B/PTEN/HSPA5/ACAP2",6
"149","down","down","GO:0042493","response to drug","19/441","359/18862",0.000847513764626815,0.0250868811769344,0.0197638369402823,"ARG1/SFRP1/PPP1R9B/PPP1R12A/IGFBP2/INHBA/PTEN/KCNQ1/TMEM30A/HSPA5/HDAC4/PPARGC1A/PAM/RNF149/SOD2/PARP4/ADAM17/XPC/MAP1B",19
"150","down","down","GO:0007229","integrin-mediated signaling pathway","9/441","106/18862",0.000853894703571783,0.0250868811769344,0.0197638369402823,"ITGB4/FLNA/ITGA9/CTNNA1/MYH9/ITGB2/ADAM9/ITGAM/HCK",9
"151","down","down","GO:0006896","Golgi to vacuole transport","4/441","19/18862",0.000864474276325444,0.0250868811769344,0.0197638369402823,"GAK/SORT1/LAMP1/AP3D1",4
"152","down","down","GO:1990182","exosomal secretion","4/441","19/18862",0.000864474276325444,0.0250868811769344,0.0197638369402823,"HGS/VPS4B/RAB27A/SDCBP",4
"153","down","down","GO:0043254","regulation of protein-containing complex assembly","22/441","446/18862",0.000869497979724056,0.0250868811769344,0.0197638369402823,"FLII/SENP6/PRKCD/SPTBN5/PREX1/ACTR2/CLIP1/HCLS1/TMOD3/GBA2/TPPP/SPTBN4/HSPA5/STXBP5/HCK/SORL1/LCP1/MAP1B/MEFV/RALB/MAPRE3/VCP",22
"154","down","down","GO:0048771","tissue remodeling","12/441","175/18862",0.000871442252956301,0.0250868811769344,0.0197638369402823,"ARG1/ROCK2/FLNA/SFRP1/ROCK1/ADAM8/JAG1/TCIRG1/NOL3/CAPN1/LRRK1/MMP14",12
"155","down","down","GO:0032271","regulation of protein polymerization","14/441","225/18862",0.000874992480293616,0.0250868811769344,0.0197638369402823,"FLII/PRKCD/SPTBN5/PREX1/ACTR2/CLIP1/HCLS1/TMOD3/GBA2/TPPP/SPTBN4/HCK/MAP1B/MAPRE3",14
"156","down","down","GO:0048013","ephrin receptor signaling pathway","8/441","86/18862",0.000904221386336629,0.0257587169287178,0.0202931196420758,"ROCK2/ANKS1A/ROCK1/ACTR2/ITSN1/SDCBP/SDC2/EPHB4",8
"157","down","down","GO:0060326","cell chemotaxis","17/441","306/18862",0.0009239429425609,0.0259731931234421,0.0204620873391843,"KDR/TRPM2/ALOX5/PRKCD/ADAM8/ADGRE2/NOTCH1/PREX1/OXSR1/DEFA1/MOSPD2/ITGB2/MAPK1/PIK3CG/ADAM17/DOCK4/LYST",17
"158","down","down","GO:0050708","regulation of protein secretion","16/441","279/18862",0.000927969104946674,0.0259731931234421,0.0204620873391843,"ACSL4/SFRP1/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ADAM9/TCIRG1/STX4/STXBP5/PAM/ITPR2/GPR27/CACNA1D",16
"159","down","down","GO:0071383","cellular response to steroid hormone stimulus","13/441","201/18862",0.000929283912382378,0.0259731931234421,0.0204620873391843,"ARG1/SAFB2/SAFB/DEFA3/SFRP1/ABHD2/NEDD4/DEFA1/ARNTL/RXRA/ATP2B1/TMF1/CALCOCO1",13
"160","down","down","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","5/441","33/18862",0.000944297796029108,0.0260857511311738,0.0205507622962443,"HEXIM1/CDKN2B/PTEN/LATS2/APC",5
"161","down","down","GO:0050766","positive regulation of phagocytosis","7/441","67/18862",0.000945441450837549,0.0260857511311738,0.0205507622962443,"PTPRC/RAB27A/SLC11A1/ABCA7/DNM2/PTX3/DOCK2",7
"162","down","down","GO:1901653","cellular response to peptide","20/441","391/18862",0.000950920720803365,0.0260857511311738,0.0205507622962443,"ARG1/ROCK2/ROCK1/AHCYL1/PPP1R9B/GRB10/PRKCD/PRKAR2A/PRKAR1A/PTEN/TCIRG1/STAT5A/APC/SORL1/ZNF106/ATP2B1/STAT5B/MYO5A/STAT3/MAP1B",20
"163","down","down","GO:1900180","regulation of protein localization to nucleus","10/441","130/18862",0.000968149588301688,0.0263954403092804,0.0207947402692374,"TPR/FLNA/PRKCD/CTNNA1/HCLS1/CDK5RAP3/LATS2/SESN2/MAPK1/LIMK2",10
"164","down","down","GO:0002791","regulation of peptide secretion","17/441","308/18862",0.000992301508210098,0.0268889506249127,0.0211835354063337,"ACSL4/SFRP1/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ITSN1/ADAM9/TCIRG1/STX4/STXBP5/PAM/ITPR2/GPR27/CACNA1D",17
"165","down","down","GO:0050796","regulation of insulin secretion","12/441","178/18862",0.00101058456535498,0.0271580864421247,0.0213955648080219,"ACSL4/SFRP1/ALOX5/KIF5B/CACNA1E/MIDN/ARNTL/TCIRG1/STX4/ITPR2/GPR27/CACNA1D",12
"166","down","down","GO:2001236","regulation of extrinsic apoptotic signaling pathway","11/441","154/18862",0.00101445597421078,0.0271580864421247,0.0213955648080219,"SFRP1/DAPK3/CTNNA1/PTPRC/INHBA/RIPK1/PTEN/FAS/NOL3/STX4/STK3",11
"167","down","down","GO:0002931","response to ischemia","6/441","50/18862",0.00105054566140718,0.0274102161142621,0.0215941965029219,"ROCK2/HK2/MAP3K5/NOL3/PANX2/PPARGC1A",6
"168","down","down","GO:1990089","response to nerve growth factor","6/441","50/18862",0.00105054566140718,0.0274102161142621,0.0215941965029219,"KIDINS220/SORT1/KIF1B/PTEN/HSPA5/ACAP2",6
"169","down","down","GO:0010042","response to manganese ion","4/441","20/18862",0.00106079059946627,0.0274102161142621,0.0215941965029219,"ARG1/ADAM9/HSPA5/SOD2",4
"170","down","down","GO:0032928","regulation of superoxide anion generation","4/441","20/18862",0.00106079059946627,0.0274102161142621,0.0215941965029219,"PRKCD/ITGB2/ITGAM/GNAI3",4
"171","down","down","GO:0097734","extracellular exosome biogenesis","4/441","20/18862",0.00106079059946627,0.0274102161142621,0.0215941965029219,"HGS/VPS4B/RAB27A/SDCBP",4
"172","down","down","GO:0001906","cell killing","12/441","179/18862",0.00106088145176712,0.0274102161142621,0.0215941965029219,"ARG1/LTF/DEFA3/DEFA4/CAMP/PTPRC/DEFA1/RAB27A/ITGAM/LAMP1/STAT5B/LYST",12
"173","down","down","GO:0032409","regulation of transporter activity","16/441","283/18862",0.00107767272182545,0.0276302522205485,0.0217675443852253,"DAPK1/AHCYL1/ACTN4/NEDD4/PRKCD/KIF5B/OXSR1/RIPK1/PLCG2/PTEN/SLMAP/RELN/CAPN1/DNM2/PPARGC1A/CACNA1D",16
"174","down","down","GO:0030879","mammary gland development","10/441","132/18862",0.00108835715397253,0.0276302522205485,0.0217675443852253,"ARG1/ATP2C2/CEBPB/HK2/STAT5A/MAPK1/CAPN1/PAM/STAT5B/MTX1",10
"175","down","down","GO:0009306","protein secretion","19/441","367/18862",0.00109844661954627,0.0276302522205485,0.0217675443852253,"ACSL4/SFRP1/CCDC186/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ADAM9/TCIRG1/STX4/STXBP5/ARFGAP3/PAM/ITPR2/STXBP3/GPR27/CACNA1D",19
"176","down","down","GO:0045862","positive regulation of proteolysis","19/441","367/18862",0.00109844661954627,0.0276302522205485,0.0217675443852253,"ROCK2/DAPK1/ADAM8/MYH9/MAP3K5/RIPK1/CR1/PTEN/RNF40/UACA/FAS/ADAM9/CHFR/CSNK1D/NRDC/MMP14/STAT3/MEFV/VCP",19
"177","down","down","GO:0071902","positive regulation of protein serine/threonine kinase activity","17/441","311/18862",0.00110289257230231,0.0276302522205485,0.0217675443852253,"LTF/TAOK2/MLKL/TAOK3/ADAM8/PTPRC/MAP3K5/RIPK1/IQGAP1/MAPK10/MAPK1/KRAS/STK3/PIK3CG/ADAM17/RALB/MAPRE3",17
"178","down","down","GO:0034329","cell junction assembly","21/441","425/18862",0.00110694541004516,0.0276302522205485,0.0217675443852253,"KDR/ROCK2/TAOK2/ITGB4/FLNA/SLK/SFRP1/ROCK1/DAPK3/COL17A1/CTNNA1/IQGAP1/PTEN/VCL/WDR1/LRFN1/NTNG2/APC/MMP14/ADGRB3/MAP1B",21
"179","down","down","GO:0032412","regulation of ion transmembrane transporter activity","15/441","257/18862",0.00111291970015261,0.0276302522205485,0.0217675443852253,"DAPK1/AHCYL1/ACTN4/NEDD4/KIF5B/OXSR1/RIPK1/PLCG2/PTEN/SLMAP/RELN/CAPN1/DNM2/PPARGC1A/CACNA1D",15
"180","down","down","GO:0097306","cellular response to alcohol","8/441","89/18862",0.00113275030037752,0.0278395808329397,0.0219324567365478,"PTGFR/SFRP1/CTNNA1/INHBA/PTEN/SOD2/ITPR2/ATP2B1",8
"181","down","down","GO:0035592","establishment of protein localization to extracellular region","19/441","368/18862",0.00113388031745321,0.0278395808329397,0.0219324567365478,"ACSL4/SFRP1/CCDC186/ALOX5/ADAM8/KIF5B/CACNA1E/MIDN/ARNTL/ADAM9/TCIRG1/STX4/STXBP5/ARFGAP3/PAM/ITPR2/STXBP3/GPR27/CACNA1D",19
"182","down","down","GO:0009914","hormone transport","17/441","312/18862",0.00114200952602854,0.0278851117234661,0.021968326683464,"ACSL4/SFRP1/CCDC186/ALOX5/KIF5B/CACNA1E/INHBA/MIDN/ARNTL/ITSN1/TCIRG1/STX4/ITPR2/TMF1/STXBP3/GPR27/CACNA1D",17
